1.71498	0.134808
1.38051	0.22886
0.91608	0.264766
1.08003	0.114716
1.19562	0.0859391
1.04063	0.109265
0.96685	0.37355
1.02297	0.485327
1.02685	0.372963
1.10494	0.231185
1.22771	0.251055
1.24802	0.254451
1.25612	-0.0838862
1.31922	-0.0221934
1.37	0.064275
1.16642	0.310508
0.887662	0.393685
0.974358	0.364877
1.10207	0.221464
1.12743	0.400984
0.992567	0.508225
1.01523	0.481347
1.15335	0.437913
1.24378	0.271449
1.08222	0.440916
1.04096	0.513304
1.21884	0.239873
1.50742	-0.260493
1.44759	-0.35372
1.08495	0.136418
1.2299	0.0915237
1.71856	-0.319437
1.76209	-0.237311
1.33744	0.137929
0.993203	0.528675
1.07369	0.322592
1.20434	0.119828
1.11837	0.206446
1.03154	0.415875
0.976169	0.38322
1.01182	0.416402
1.10455	0.358411
1.07198	0.324887
0.996912	0.24036
1.04685	0.432987
1.18356	0.285297
1.15199	0.332577
0.930791	0.42301
1.00659	0.424138
1.1565	0.372758
1.21479	0.36
1.1298	0.346634
1.00566	0.407108
1.01075	0.486994
1.13793	0.372506
1.22636	0.38626
1.04457	0.472052
0.969522	0.485222
0.973602	0.509795
1.14948	0.227065
1.17937	0.395216
1.00167	0.48054
0.98464	0.503336
1.27478	0.348787
1.18202	0.193482
1.18911	-0.126666
1.13439	0.106305
0.940246	0.422963
1.0301	0.125791
1.16183	0.288495
1.20762	0.373638
1.22206	0.542332
1.3339	0.203695
1.34495	0.129647
1.33079	0.194057
1.05414	0.49736
1.08067	0.493058
1.17369	0.358926
1.21942	0.276596
1.17127	0.377909
0.984304	0.492063
1.05631	0.475298
1.18336	0.350835
1.23645	0.395583
1.06011	0.524408
1.07558	0.485676
1.09574	0.509782
1.25976	0.279505
1.06921	0.485339
0.980814	0.4634
1.0334	0.470927
1.24721	0.410796
1.31387	0.312485
0.972773	0.499513
0.997207	0.514866
1.29172	0.199425
1.29903	0.255386
1.17012	0.266369
1.06115	0.30295
1.16747	0.0400338
1.22574	0.0428538
1.27983	0.142977
1.26554	0.186224
1.17716	0.507239
1.21477	0.332946
1.07951	0.199471
1.05729	0.35683
1.05533	0.492805
1.07293	0.485086
1.18363	0.277906
1.0169	0.323905
1.14732	0.377032
1.02493	0.522727
1.07676	0.539269
1.22509	0.355646
1.06014	0.312311
1.00614	0.378341
1.02011	0.451349
1.19998	0.27337
1.15897	0.284307
1.49057	0.0775102
1.05711	0.542516
1.07008	0.165612
1.25813	-0.0318794
1.28408	0.164505
1.09243	0.522559
0.958018	0.415794
1.1579	0.321657
1.21842	-0.0700182
1.07871	0.343602
0.962389	0.457259
0.96459	0.322078
1.2988	0.0959035
1.3583	0.0855474
1.06425	0.466311
1.03055	0.473206
1.17598	0.222427
1.10126	0.0809268
1.22518	0.0701107
1.01968	0.500957
0.953158	0.464108
1.22471	0.355393
1.38542	0.158564
1.03854	0.339675
0.932575	0.417586
1.04889	0.3102
1.16744	0.14962
1.05588	-0.0969063
1.02158	0.171798
0.9566	0.163584
1.13531	0.0796851
0.985339	0.0307339
0.999006	0.370932
1.01214	0.457213
1.04989	0.513728
1.28447	0.28149
1.21516	0.188251
1.16653	0.322867
0.669495	-0.136727
0.76747	-0.100006
0.926805	-0.0267025
1.18403	0.255445
1.16444	0.432846
1.57744	0.106046
1.81599	0.129103
1.36622	0.462468
1.0329	0.542287
0.997248	0.483776
1.08325	0.493871
1.28015	0.201083
1.09943	0.456071
1.0075	0.495357
1.01895	0.460479
1.22941	0.328862
1.23427	0.293899
1.35076	0.416036
1.27722	0.468101
1.15863	0.279374
1.21111	0.276255
1.10473	0.328047
1.02713	0.486036
1.0072	0.514336
1.12108	0.45035
1.17628	0.371932
1.04185	0.507611
0.990791	0.477035
1.01098	0.501886
1.12456	0.258341
1.04797	0.157739
1.11767	0.278688
0.900593	0.222332
1.09545	0.171204
1.1869	0.2036
1.10929	0.22989
0.986797	0.317577
1.01477	0.346656
1.22274	0.421473
1.29075	0.378858
1.00201	0.492569
0.986625	0.497479
1.07348	0.510221
1.20317	0.297681
1.07759	0.423744
1.01	0.465153
1.02372	0.482274
1.21289	0.422247
1.32717	0.245285
1.01423	0.529147
0.946077	0.480759
1.01178	0.497899
1.20373	0.192726
1.20436	0.341369
1.02893	0.425714
1.0405	0.431023
1.07096	0.249261
1.20226	0.184022
1.06816	0.105338
0.984439	0.275159
1.20688	0.195491
1.28337	0.0960529
1.20848	0.227179
0.965919	0.426119
0.93755	0.446214
1.02091	0.360898
1.16811	0.373843
1.12624	0.451276
0.966409	0.513203
1.11517	0.383377
1.43632	0.0693579
1.53367	0.0388937
1.41445	0.190254
0.968087	0.493561
1.03396	0.237433
1.23371	0.116767
1.09027	0.295535
0.989574	0.450258
1.04674	0.366743
1.1853	0.259683
1.02161	0.247717
0.989821	0.395519
1.05143	0.400908
1.07793	0.364923
1.16681	0.304837
1.11204	0.348124
1.07635	0.435963
1.02934	0.469688
1.07997	0.399848
1.24945	0.265895
1.22829	0.235009
1.10283	0.449729
1.1023	0.389757
1.24865	0.291602
1.2104	0.390837
1.02204	0.468787
1.00763	0.501225
1.108	0.417282
1.32	0.364762
1.07655	0.547023
0.994845	0.490422
1.02143	0.514162
1.17299	0.29153
1.14871	0.220615
0.965808	0.479154
0.982482	0.497814
1.00434	0.43823
0.764159	0.288445
0.732477	0.386191
0.956832	0.405155
1.02893	0.157372
0.942533	0.0821381
0.770234	-0.0464068
0.961738	0.321741
1.04557	0.453841
1.13513	0.444447
1.17483	0.210662
1.13968	0.304385
1.02977	0.469206
0.986468	0.543742
1.10783	0.454351
1.16049	0.427701
1.07204	0.2611
0.989779	0.402346
1.07503	0.414119
1.25824	0.186673
1.28049	0.293954
1.13288	0.497473
1.10429	0.508445
1.25838	0.308105
1.23748	0.299181
1.3412	0.500367
1.26819	0.574073
1.13548	0.347521
1.26995	0.290813
1.27938	0.294403
1.04213	0.54374
1.11327	0.561324
1.47982	0.267542
1.31862	0.233732
1.23832	0.325023
1.14509	0.502609
1.20629	0.387994
1.42269	0.322313
1.44508	0.29684
